Gene > Primary DBID	Gene > Systematic Name	Gene > Standard Name	Gene > Qualifier	Gene > Chromosome > Identifier	Gene > Chromosome Location > Start	Gene > Chromosome Location > End	Gene > Chromosome Location > Strand	Gene > Overlapping Features > Primary DBID	Gene > Overlapping Features > Systematic Name	Gene > Overlapping Features > Standard Name	Gene > Overlapping Features > Qualifier	Gene > Overlapping Features > Chromosome Location > Start	Gene > Overlapping Features > Chromosome Location > End	Gene > Overlapping Features > Chromosome Location > Strand
S000006328	YPR124W	CTR1	Verified	chrXVI	786208	787428	1	S000006327	YPR123C	""	Dubious	786141	786575	-1
S000006329	YPR125W	YLH47	Verified	chrXVI	787961	789325	1	S000006330	YPR126C	""	Dubious	789077	789385	-1
S000006330	YPR126C	""	Dubious	chrXVI	789077	789385	-1	S000006329	YPR125W	YLH47	Verified	787961	789325	1
S000006333	YPR129W	SCD6	Verified	chrXVI	792687	793736	1	S000006334	YPR130C	""	Dubious	793374	793781	-1
S000006334	YPR130C	""	Dubious	chrXVI	793374	793781	-1	S000006333	YPR129W	SCD6	Verified	792687	793736	1
S000006340	YPR136C	""	Dubious	chrXVI	802325	802837	-1	S000006341	YPR137W	RRP9	Verified	802359	804080	1
S000006341	YPR137W	RRP9	Verified	chrXVI	802359	804080	1	S000006340	YPR136C	""	Dubious	802325	802837	-1
S000006346	YPR142C	""	Dubious	chrXVI	818130	818693	-1	S000006347	YPR143W	RRP15	Verified	818323	819075	1
S000006347	YPR143W	RRP15	Verified	chrXVI	818323	819075	1	S000006346	YPR142C	""	Dubious	818130	818693	-1
S000006350	YPR146C	""	Dubious	chrXVI	825347	825676	-1	S000006351	YPR147C	""	Verified	825645	826559	-1
S000006351	YPR147C	""	Verified	chrXVI	825645	826559	-1	S000006350	YPR146C	""	Dubious	825347	825676	-1
S000006354	YPR150W	""	Dubious	chrXVI	830999	831520	1	S000006355	YPR151C	SUE1	Verified	831055	831675	-1
S000006355	YPR151C	SUE1	Verified	chrXVI	831055	831675	-1	S000006354	YPR150W	""	Dubious	830999	831520	1
S000006364	YPR160W	GPH1	Verified	chrXVI	861306	864014	1	S000028726	YPR160C-A	""	Dubious	862577	862861	-1
S000006364	YPR160W	GPH1	Verified	chrXVI	861306	864014	1	S000028860	YPR160W-A	""	Dubious	861934	862014	1
S000006374	YPR170C	""	Dubious	chrXVI	882983	883318	-1	S000028515	YPR170W-B	""	Uncharacterized	883239	883595	1
S000006374	YPR170C	""	Dubious	chrXVI	882983	883318	-1	S000028591	YPR169W-A	""	Dubious	883239	883457	1
S000006381	YPR177C	""	Dubious	chrXVI	892313	892684	-1	S000006382	YPR178W	PRP4	Verified	892332	893729	1
S000006382	YPR178W	PRP4	Verified	chrXVI	892332	893729	1	S000006381	YPR177C	""	Dubious	892313	892684	-1
S000006401	YPR197C	""	Dubious	chrXVI	933898	934461	-1	S000006402	YPR198W	SGE1	Verified	934034	935665	1
S000006402	YPR198W	SGE1	Verified	chrXVI	934034	935665	1	S000006401	YPR197C	""	Dubious	933898	934461	-1
S000006406	YPR202W	""	Uncharacterized	chrXVI	943032	943896	1	S000006407	YPR203W	""	Uncharacterized	943880	944188	1
S000006407	YPR203W	""	Uncharacterized	chrXVI	943880	944188	1	S000006406	YPR202W	""	Uncharacterized	943032	943896	1
S000006408	YPR204W	""	Verified	chrXVI	944603	947701	1	S000028727	YPR204C-A	""	Dubious	946856	947338	-1
S000006409	YEL077C	""	Uncharacterized	chrV	264	4097	-1	S000028621	YEL077W-A	""	Dubious	630	1112	1
S000006435	YKR035W-A	DID2	Verified	chrXI	507939	508553	1	S000001743	YKR035C	OPI8	Dubious	507920	508561	-1
S000006438	YPL249C-A	RPL36B	Verified	chrXVI	75699	76239	-1	S000028589	YPL250W-A	""	Dubious	75702	75989	1
S000006445	snR54	SNR54	""	chrXIII	163535	163620	-1	S000004520	YML056C	IMD4	Verified	162194	164176	-1
S000006450	snR59	SNR59	""	chrXVI	173827	173904	1	S000006119	YPL198W	RPL7B	Verified	173152	174702	1
S000006451	snR60	SNR60	""	chrX	349130	349233	-1	S000028804	YJL047C-A	""	Uncharacterized	349044	349178	-1
S000006480	RDN5-2	RDN5-2	""	chrXII	468813	468931	1	S000028562	YLR154C-H	""	Uncharacterized	468827	468958	-1
S000006481	RDN5-3	RDN5-3	""	chrXII	472465	472583	1	S000028564	YLR156C-A	""	Uncharacterized	472479	472610	-1
S000006482	RDN18-1	RDN18-1	""	chrXII	455933	457732	-1	S000006486	RDN37-1	RDN37-1	""	451575	458432	-1
S000006482	RDN18-1	RDN18-1	""	chrXII	455933	457732	-1	S000028843	YLR154W-F	""	Dubious	455883	456023	1
S000006483	RDN18-2	RDN18-2	""	chrXII	465070	466869	-1	S000006487	RDN37-2	RDN37-2	""	460712	467569	-1
S000006484	RDN25-1	RDN25-1	""	chrXII	451786	455181	-1	S000006486	RDN37-1	RDN37-1	""	451575	458432	-1
S000006484	RDN25-1	RDN25-1	""	chrXII	451786	455181	-1	S000028422	YLR154W-C	TAR1	Verified	454696	455070	1
S000006484	RDN25-1	RDN25-1	""	chrXII	451786	455181	-1	S000028563	YLR154W-B	""	Dubious	454392	454556	1
S000006484	RDN25-1	RDN25-1	""	chrXII	451786	455181	-1	S000028675	YLR154W-A	""	Dubious	452438	452623	1
S000006485	RDN25-2	RDN25-2	""	chrXII	460923	464318	-1	S000006487	RDN37-2	RDN37-2	""	460712	467569	-1
S000006485	RDN25-2	RDN25-2	""	chrXII	460923	464318	-1	S000028561	YLR154C-G	""	Uncharacterized	462522	462671	-1
S000006486	RDN37-1	RDN37-1	""	chrXII	451575	458432	-1	S000006482	RDN18-1	RDN18-1	""	455933	457732	-1
S000006486	RDN37-1	RDN37-1	""	chrXII	451575	458432	-1	S000006484	RDN25-1	RDN25-1	""	451786	455181	-1
S000006486	RDN37-1	RDN37-1	""	chrXII	451575	458432	-1	S000006488	RDN58-1	RDN58-1	""	455414	455571	-1
S000006486	RDN37-1	RDN37-1	""	chrXII	451575	458432	-1	S000028422	YLR154W-C	TAR1	Verified	454696	455070	1
S000006486	RDN37-1	RDN37-1	""	chrXII	451575	458432	-1	S000028563	YLR154W-B	""	Dubious	454392	454556	1
S000006486	RDN37-1	RDN37-1	""	chrXII	451575	458432	-1	S000028675	YLR154W-A	""	Dubious	452438	452623	1
S000006486	RDN37-1	RDN37-1	""	chrXII	451575	458432	-1	S000028676	YLR154W-E	""	Dubious	455433	455636	1
S000006486	RDN37-1	RDN37-1	""	chrXII	451575	458432	-1	S000028843	YLR154W-F	""	Dubious	455883	456023	1
S000006486	RDN37-1	RDN37-1	""	chrXII	451575	458432	-1	S000029715	ITS1-1	ITS1-1	""	455572	455932	-1
S000006486	RDN37-1	RDN37-1	""	chrXII	451575	458432	-1	S000029716	ITS2-1	ITS2-1	""	455182	455413	-1
S000006486	RDN37-1	RDN37-1	""	chrXII	451575	458432	-1	S000029717	ETS1-1	ETS1-1	""	457733	458432	-1
S000006486	RDN37-1	RDN37-1	""	chrXII	451575	458432	-1	S000029718	ETS2-1	ETS2-1	""	451575	451785	-1
S000006487	RDN37-2	RDN37-2	""	chrXII	460712	467569	-1	S000006483	RDN18-2	RDN18-2	""	465070	466869	-1
S000006487	RDN37-2	RDN37-2	""	chrXII	460712	467569	-1	S000006485	RDN25-2	RDN25-2	""	460923	464318	-1
S000006487	RDN37-2	RDN37-2	""	chrXII	460712	467569	-1	S000006489	RDN58-2	RDN58-2	""	464551	464708	-1
S000006487	RDN37-2	RDN37-2	""	chrXII	460712	467569	-1	S000028561	YLR154C-G	""	Uncharacterized	462522	462671	-1
S000006487	RDN37-2	RDN37-2	""	chrXII	460712	467569	-1	S000029707	ETS1-2	ETS1-2	""	466870	467569	-1
S000006487	RDN37-2	RDN37-2	""	chrXII	460712	467569	-1	S000029709	ITS1-2	ITS1-2	""	464709	465069	-1
S000006487	RDN37-2	RDN37-2	""	chrXII	460712	467569	-1	S000029712	ITS2-2	ITS2-2	""	464319	464550	-1
S000006487	RDN37-2	RDN37-2	""	chrXII	460712	467569	-1	S000029713	ETS2-2	ETS2-2	""	460712	460922	-1
S000006488	RDN58-1	RDN58-1	""	chrXII	455414	455571	-1	S000006486	RDN37-1	RDN37-1	""	451575	458432	-1
S000006488	RDN58-1	RDN58-1	""	chrXII	455414	455571	-1	S000028676	YLR154W-E	""	Dubious	455433	455636	1
S000006489	RDN58-2	RDN58-2	""	chrXII	464551	464708	-1	S000006487	RDN37-2	RDN37-2	""	460712	467569	-1
S000006495	snR7-L	SNR7-L	""	chrVII	939459	939672	-1	S000006496	snR7-S	SNR7-S	""	939494	939672	-1
S000006496	snR7-S	SNR7-S	""	chrVII	939494	939672	-1	S000006495	snR7-L	SNR7-L	""	939459	939672	-1
S000006504	snR44	SNR44	""	chrXII	856710	856920	1	S000004359	YLR367W	RPS22B	Verified	856442	857317	1
S000006546	tE(CUC)D	""	""	chrIV	1017207	1017278	-1	S000002686	YDR278C	""	Dubious	1017001	1017318	-1
S000006589	tG(GCC)P2	""	""	chrXVI	860379	860449	1	S000028725	YPR159C-A	""	Uncharacterized	860314	860415	-1
S000006591	tG(UCC)N	SUF6	""	chrXIV	96241	96312	-1	S000005229	YNL285W	""	Dubious	96173	96544	1
S000006610	tI(AAU)N2	""	""	chrXIV	602312	602385	1	S000004962	YNL017C	""	Dubious	602138	602476	-1
S000006617	tK(CUU)D2	""	""	chrIV	1352466	1352538	-1	S000002853	YDR445C	""	Dubious	1352182	1352589	-1
S000006662	tM(CAU)J2	EMT3	""	chrX	422937	423009	1	S000003544	YJL007C	""	Dubious	422698	423012	-1
S000006682	tP(UGG)H	SUF8	""	chrVIII	388893	388995	-1	S000001188	YHR145C	""	Dubious	388981	389337	-1
S000006685	tP(UGG)N1	""	""	chrXIV	547094	547196	1	S000028850	YNL042W-B	""	Uncharacterized	547113	547370	1
S000006687	tP(UGG)O1	""	""	chrXV	301097	301198	1	S000028811	YOL013W-A	""	Uncharacterized	301047	301238	1
S000006688	tP(UGG)O2	SUF11	""	chrXV	464450	464551	1	S000028516	YOR072W-B	""	Uncharacterized	464469	464630	1
S000006712	tR(UCU)G2	""	""	chrVII	828723	828794	-1	S000003396	YGR164W	""	Dubious	828625	828960	1
S000006751	tT(UGU)H	""	""	chrVIII	466990	467061	1	S000028554	YHR180C-B	""	Dubious	466958	467062	-1
S000006751	tT(UGU)H	""	""	chrVIII	466990	467061	1	S000028555	YHR180W-A	""	Dubious	466932	467114	1
S000006752	tT(UGU)P	""	""	chrXVI	744284	744355	1	S000028590	YPR108W-A	""	Uncharacterized	744175	744387	1
S000006777	tX(XXX)D	""	""	chrIV	1150842	1150941	-1	S000002748	YDR340W	""	Dubious	1150881	1151183	1
S000007223	YCR087C-A	""	Uncharacterized	chrIII	264006	264467	-1	S000000683	YCR087W	""	Dubious	263976	264491	1
S000007241	YIR020W-A	""	Dubious	chrIX	394917	395159	1	S000132612	ICR1	ICR1	""	393884	397082	-1
S000007256	YEL020W-A	TIM9	Verified	chrV	117211	117474	1	S000028544	YEL020C-B	""	Dubious	117183	117380	-1
S000007257	Q0010	""	Dubious	chrmt	3952	4338	1	S000007258	Q0017	""	Dubious	4254	4415	1
S000007258	Q0017	""	Dubious	chrmt	4254	4415	1	S000007257	Q0010	""	Dubious	3952	4338	1
S000007260	Q0045	COX1	Verified	chrmt	13818	26701	1	S000007261	Q0050	AI1	Verified	13818	16322	1
S000007260	Q0045	COX1	Verified	chrmt	13818	26701	1	S000007262	Q0055	AI2	Verified	13818	18830	1
S000007260	Q0045	COX1	Verified	chrmt	13818	26701	1	S000007263	Q0060	AI3	Verified	13818	19996	1
S000007260	Q0045	COX1	Verified	chrmt	13818	26701	1	S000007264	Q0065	AI4	Verified	13818	21935	1
S000007260	Q0045	COX1	Verified	chrmt	13818	26701	1	S000007265	Q0070	AI5_ALPHA	Verified	13818	23167	1
S000007260	Q0045	COX1	Verified	chrmt	13818	26701	1	S000007266	Q0075	AI5_BETA	Uncharacterized	24156	25255	1
S000007261	Q0050	AI1	Verified	chrmt	13818	16322	1	S000007260	Q0045	COX1	Verified	13818	26701	1
S000007261	Q0050	AI1	Verified	chrmt	13818	16322	1	S000007262	Q0055	AI2	Verified	13818	18830	1
S000007261	Q0050	AI1	Verified	chrmt	13818	16322	1	S000007263	Q0060	AI3	Verified	13818	19996	1
S000007261	Q0050	AI1	Verified	chrmt	13818	16322	1	S000007264	Q0065	AI4	Verified	13818	21935	1
S000007261	Q0050	AI1	Verified	chrmt	13818	16322	1	S000007265	Q0070	AI5_ALPHA	Verified	13818	23167	1
S000007262	Q0055	AI2	Verified	chrmt	13818	18830	1	S000007260	Q0045	COX1	Verified	13818	26701	1
S000007262	Q0055	AI2	Verified	chrmt	13818	18830	1	S000007261	Q0050	AI1	Verified	13818	16322	1
S000007262	Q0055	AI2	Verified	chrmt	13818	18830	1	S000007263	Q0060	AI3	Verified	13818	19996	1
S000007262	Q0055	AI2	Verified	chrmt	13818	18830	1	S000007264	Q0065	AI4	Verified	13818	21935	1
S000007262	Q0055	AI2	Verified	chrmt	13818	18830	1	S000007265	Q0070	AI5_ALPHA	Verified	13818	23167	1
S000007263	Q0060	AI3	Verified	chrmt	13818	19996	1	S000007260	Q0045	COX1	Verified	13818	26701	1
S000007263	Q0060	AI3	Verified	chrmt	13818	19996	1	S000007261	Q0050	AI1	Verified	13818	16322	1
S000007263	Q0060	AI3	Verified	chrmt	13818	19996	1	S000007262	Q0055	AI2	Verified	13818	18830	1
S000007263	Q0060	AI3	Verified	chrmt	13818	19996	1	S000007264	Q0065	AI4	Verified	13818	21935	1
S000007263	Q0060	AI3	Verified	chrmt	13818	19996	1	S000007265	Q0070	AI5_ALPHA	Verified	13818	23167	1
S000007264	Q0065	AI4	Verified	chrmt	13818	21935	1	S000007260	Q0045	COX1	Verified	13818	26701	1
S000007264	Q0065	AI4	Verified	chrmt	13818	21935	1	S000007261	Q0050	AI1	Verified	13818	16322	1
S000007264	Q0065	AI4	Verified	chrmt	13818	21935	1	S000007262	Q0055	AI2	Verified	13818	18830	1
S000007264	Q0065	AI4	Verified	chrmt	13818	21935	1	S000007263	Q0060	AI3	Verified	13818	19996	1
S000007264	Q0065	AI4	Verified	chrmt	13818	21935	1	S000007265	Q0070	AI5_ALPHA	Verified	13818	23167	1
S000007265	Q0070	AI5_ALPHA	Verified	chrmt	13818	23167	1	S000007260	Q0045	COX1	Verified	13818	26701	1
S000007265	Q0070	AI5_ALPHA	Verified	chrmt	13818	23167	1	S000007261	Q0050	AI1	Verified	13818	16322	1
S000007265	Q0070	AI5_ALPHA	Verified	chrmt	13818	23167	1	S000007262	Q0055	AI2	Verified	13818	18830	1
S000007265	Q0070	AI5_ALPHA	Verified	chrmt	13818	23167	1	S000007263	Q0060	AI3	Verified	13818	19996	1
S000007265	Q0070	AI5_ALPHA	Verified	chrmt	13818	23167	1	S000007264	Q0065	AI4	Verified	13818	21935	1
S000007266	Q0075	AI5_BETA	Uncharacterized	chrmt	24156	25255	1	S000007260	Q0045	COX1	Verified	13818	26701	1
S000007270	Q0105	COB	Verified	chrmt	36540	43647	1	S000007271	Q0110	BI2	Verified	36540	38579	1
S000007270	Q0105	COB	Verified	chrmt	36540	43647	1	S000007272	Q0115	BI3	Verified	36540	40265	1
S000007270	Q0105	COB	Verified	chrmt	36540	43647	1	S000007273	Q0120	BI4	Verified	36540	42251	1
S000007271	Q0110	BI2	Verified	chrmt	36540	38579	1	S000007270	Q0105	COB	Verified	36540	43647	1
S000007271	Q0110	BI2	Verified	chrmt	36540	38579	1	S000007272	Q0115	BI3	Verified	36540	40265	1
S000007271	Q0110	BI2	Verified	chrmt	36540	38579	1	S000007273	Q0120	BI4	Verified	36540	42251	1
S000007272	Q0115	BI3	Verified	chrmt	36540	40265	1	S000007270	Q0105	COB	Verified	36540	43647	1
S000007272	Q0115	BI3	Verified	chrmt	36540	40265	1	S000007271	Q0110	BI2	Verified	36540	38579	1
S000007272	Q0115	BI3	Verified	chrmt	36540	40265	1	S000007273	Q0120	BI4	Verified	36540	42251	1
S000007273	Q0120	BI4	Verified	chrmt	36540	42251	1	S000007270	Q0105	COB	Verified	36540	43647	1
S000007273	Q0120	BI4	Verified	chrmt	36540	42251	1	S000007271	Q0110	BI2	Verified	36540	38579	1
S000007273	Q0120	BI4	Verified	chrmt	36540	42251	1	S000007272	Q0115	BI3	Verified	36540	40265	1
S000007279	Q0160	SCEI	Verified	chrmt	61022	61729	1	S000007288	Q0158	21S_RRNA	""	58009	62447	1
S000007280	Q0182	""	Dubious	chrmt	65770	66174	1	S000007324	tL(UAA)Q	""	""	66095	66179	1
S000007281	Q0250	COX2	Verified	chrmt	73758	74513	1	S000007282	Q0255	""	Uncharacterized	74495	75984	1
S000007282	Q0255	""	Uncharacterized	chrmt	74495	75984	1	S000007281	Q0250	COX2	Verified	73758	74513	1
S000007284	Q0297	""	Dubious	chrmt	85554	85709	1	S000029023	Q0285	RPM1	""	85295	85777	1
S000007288	Q0158	21S_RRNA	""	chrmt	58009	62447	1	S000007279	Q0160	SCEI	Verified	61022	61729	1
S000007294	snR17a	SNR17A	""	chrXV	780107	780596	1	S000005761	YOR235W	IRC13	Dubious	779870	780184	1
S000007301	snR38	SNR38	""	chrXI	283185	283279	1	S000001564	YKL081W	TEF4	Verified	282891	284455	1
S000007302	snR39	SNR39	""	chrVII	365163	365251	-1	S000003044	YGL076C	RPL7A	Verified	364335	365996	-1
S000007307	snR73	SNR73	""	chrXIII	298307	298412	1	S000007622	YMR013W-A	""	Dubious	298311	298391	1
S000007324	tL(UAA)Q	""	""	chrmt	66095	66179	1	S000007280	Q0182	""	Dubious	65770	66174	1
S000007344	YDR034C-C	""	""	chrIV	518040	519356	-1	S000007345	YDR034C-D	""	""	514043	519356	-1
S000007345	YDR034C-D	""	""	chrIV	514043	519356	-1	S000007344	YDR034C-C	""	""	518040	519356	-1
S000007346	YGR109W-A	""	""	chrVII	707610	708482	1	S000007347	YGR109W-B	""	""	707610	712254	1
S000007347	YGR109W-B	""	""	chrVII	707610	712254	1	S000007346	YGR109W-A	""	""	707610	708482	1
S000007349	YOL103W-A	""	""	chrXV	118000	119322	1	S000007350	YOL103W-B	""	""	118000	123268	1
S000007350	YOL103W-B	""	""	chrXV	118000	123268	1	S000007349	YOL103W-A	""	""	118000	119322	1
S000007351	YOR142W-A	""	""	chrXV	595112	596434	1	S000007352	YOR142W-B	""	""	595112	600380	1
S000007352	YOR142W-B	""	""	chrXV	595112	600380	1	S000007351	YOR142W-A	""	""	595112	596434	1
S000007353	YOR192C-A	""	""	chrXV	708416	709732	-1	S000007354	YOR192C-B	""	""	704419	709732	-1
S000007354	YOR192C-B	""	""	chrXV	704419	709732	-1	S000007353	YOR192C-A	""	""	708416	709732	-1
S000007355	YOR343W-A	""	""	chrXV	970578	971894	1	S000007356	YOR343W-B	""	""	970578	975891	1
S000007356	YOR343W-B	""	""	chrXV	970578	975891	1	S000007355	YOR343W-A	""	""	970578	971894	1
S000007357	YPL257W-A	""	""	chrXVI	56748	58070	1	S000007358	YPL257W-B	""	""	56748	62016	1
S000007358	YPL257W-B	""	""	chrXVI	56748	62016	1	S000007357	YPL257W-A	""	""	56748	58070	1
S000007359	YPR137C-A	""	""	chrXVI	808947	810269	-1	S000007360	YPR137C-B	""	""	805001	810269	-1
S000007360	YPR137C-B	""	""	chrXVI	805001	810269	-1	S000007359	YPR137C-A	""	""	808947	810269	-1
S000007361	YPR158C-C	""	""	chrXVI	854935	856257	-1	S000007362	YPR158C-D	""	""	850989	856257	-1
S000007362	YPR158C-D	""	""	chrXVI	850989	856257	-1	S000007361	YPR158C-C	""	""	854935	856257	-1
S000007363	YPR158W-A	""	""	chrXVI	844709	846031	1	S000007364	YPR158W-B	""	""	844709	849980	1
S000007364	YPR158W-B	""	""	chrXVI	844709	849980	1	S000007363	YPR158W-A	""	""	844709	846031	1
S000007367	YGR161C-C	""	""	chrVII	821693	823015	-1	S000007368	YGR161C-D	""	""	817747	823015	-1
S000007368	YGR161C-D	""	""	chrVII	817747	823015	-1	S000007367	YGR161C-C	""	""	821693	823015	-1
S000007369	YGR161W-A	""	""	chrVII	811738	813054	1	S000007370	YGR161W-B	""	""	811738	817051	1
S000007370	YGR161W-B	""	""	chrVII	811738	817051	1	S000007369	YGR161W-A	""	""	811738	813054	1
S000007371	YHL009W-A	""	""	chrVIII	85909	87150	1	S000007372	YHL009W-B	""	""	85909	91318	1
S000007372	YHL009W-B	""	""	chrVIII	85909	91318	1	S000007371	YHL009W-A	""	""	85909	87150	1
S000007373	YLR157C-A	""	""	chrXII	480279	481601	-1	S000007374	YLR157C-B	""	""	476333	481601	-1
S000007374	YLR157C-B	""	""	chrXII	476333	481601	-1	S000007373	YLR157C-A	""	""	480279	481601	-1
S000007375	YLR227W-A	""	""	chrXII	593438	594760	1	S000007376	YLR227W-B	""	""	593438	598706	1
S000007376	YLR227W-B	""	""	chrXII	593438	598706	1	S000007375	YLR227W-A	""	""	593438	594760	1
S000007379	YLR410W-A	""	""	chrXII	941483	942799	1	S000007380	YLR410W-B	""	""	941483	946796	1
S000007380	YLR410W-B	""	""	chrXII	941483	946796	1	S000007379	YLR410W-A	""	""	941483	942799	1
S000007381	YML045W-A	""	""	chrXIII	184461	185783	1	S000004508	YML045W	""	""	184461	189729	1
S000007384	YNL054W-A	""	""	chrXIV	519456	520778	1	S000007385	YNL054W-B	""	""	519456	524706	1
S000007385	YNL054W-B	""	""	chrXIV	519456	524706	1	S000007384	YNL054W-A	""	""	519456	520778	1
S000007386	YNL284C-A	""	""	chrXIV	100910	102232	-1	S000007387	YNL284C-B	""	""	96964	102232	-1
S000007387	YNL284C-B	""	""	chrXIV	96964	102232	-1	S000007386	YNL284C-A	""	""	100910	102232	-1
S000007390	YDR098C-A	""	""	chrIV	649804	651126	-1	S000007391	YDR098C-B	""	""	645858	651126	-1
S000007391	YDR098C-B	""	""	chrIV	645858	651126	-1	S000007390	YDR098C-A	""	""	649804	651126	-1
S000007392	YDR210W-A	""	""	chrIV	872112	873428	1	S000007393	YDR210W-B	""	""	872112	877425	1
S000007393	YDR210W-B	""	""	chrIV	872112	877425	1	S000007392	YDR210W-A	""	""	872112	873428	1
S000007394	YDR261C-C	""	""	chrIV	991027	992349	-1	S000007395	YDR261C-D	""	""	987534	992349	-1
S000007395	YDR261C-D	""	""	chrIV	987534	992349	-1	S000007394	YDR261C-C	""	""	991027	992349	-1
S000007396	YDR261W-A	""	""	chrIV	981462	982778	1	S000007397	YDR261W-B	""	""	981462	986775	1
S000007397	YDR261W-B	""	""	chrIV	981462	986775	1	S000007396	YDR261W-A	""	""	981462	982778	1
S000007398	YDR316W-A	""	""	chrIV	1096064	1097386	1	S000007399	YDR316W-B	""	""	1096064	1101332	1
S000007399	YDR316W-B	""	""	chrIV	1096064	1101332	1	S000007398	YDR316W-A	""	""	1096064	1097386	1
S000007400	YDR365W-A	""	""	chrIV	1206997	1208319	1	S000007401	YDR365W-B	""	""	1206997	1212265	1
S000007401	YDR365W-B	""	""	chrIV	1206997	1212265	1	S000007400	YDR365W-A	""	""	1206997	1208319	1
S000007402	YER137C-A	""	""	chrV	447702	449024	-1	S000000940	YER138C	""	""	443756	449024	-1
S000007403	YER159C-A	""	""	chrV	496802	498124	-1	S000000962	YER160C	""	""	492856	498124	-1
S000007404	YFL002W-B	""	""	chrVI	138204	139520	1	S000002962	YFL002W-A	""	""	138204	143517	1
S000007405	YGR027W-A	""	""	chrVII	536057	537379	1	S000007406	YGR027W-B	""	""	536057	541325	1
S000007406	YGR027W-B	""	""	chrVII	536057	541325	1	S000007405	YGR027W-A	""	""	536057	537379	1
S000007407	YGR038C-A	""	""	chrVII	566145	567467	-1	S000007408	YGR038C-B	""	""	562199	567467	-1
S000007408	YGR038C-B	""	""	chrVII	562199	567467	-1	S000007407	YGR038C-A	""	""	566145	567467	-1
S000007409	YDR210C-C	""	""	chrIV	882605	883927	-1	S000007410	YDR210C-D	""	""	878659	883927	-1
S000007410	YDR210C-D	""	""	chrIV	878659	883927	-1	S000007409	YDR210C-C	""	""	882605	883927	-1
S000007421	YHR214C-C	""	""	chrVIII	547910	549346	-1	S000003534	YHR214C-B	""	""	543964	549346	-1
S000007499	snR10	SNR10	""	chrVII	345986	346230	1	S000003056	YGL088W	""	Dubious	345836	346201	1
S000007500	snR18	SNR18	""	chrI	142367	142468	1	S000000003	YAL003W	EFB1	Verified	142174	143160	1
S000007501	snR24	SNR24	""	chrXIII	499984	500072	-1	S000004722	YMR116C	ASC1	Verified	499456	500688	-1
S000007526	YOR396W	YRF1-8	Uncharacterized	chrXV	1085473	1090863	1	S000028719	YOR396C-A	""	Dubious	1090015	1090497	-1
S000007586	YAL044W-A	""	Uncharacterized	chrI	57518	57850	1	S000000043	YAL045C	""	Dubious	57488	57796	-1
S000007587	YBL071W-A	KTI11	Verified	chrII	89978	90226	1	S000000167	YBL071C	""	Dubious	90223	90531	-1
S000007590	YER014C-A	BUD25	Verified	chrV	183731	184700	-1	S000000816	YER014W	HEM14	Verified	182600	184219	1
S000007590	YER014C-A	BUD25	Verified	chrV	183731	184700	-1	S000000817	YER015W	FAA2	Verified	184541	186775	1
S000007597	YCR038W-A	""	Dubious	chrIII	199293	199418	1	S000000634	YCR038C	BUD5	Verified	197621	199549	-1
S000007598	YDL114W-A	""	Dubious	chrIV	254935	255048	1	S000002273	YDL115C	IWR1	Verified	253995	255126	-1
S000007600	YDL185C-A	""	Dubious	chrIV	126608	126835	-1	S000002344	YDL185W	VMA1	Verified	126787	130002	1
S000007604	YDR320C-A	DAD4	Verified	chrIV	1108280	1108498	-1	S000028821	YDR320W-B	""	Dubious	1108484	1108621	1
S000007622	YMR013W-A	""	Dubious	chrXIII	298311	298391	1	S000007307	snR73	SNR73	""	298307	298412	1
S000028422	YLR154W-C	TAR1	Verified	chrXII	454696	455070	1	S000006484	RDN25-1	RDN25-1	""	451786	455181	-1
S000028422	YLR154W-C	TAR1	Verified	chrXII	454696	455070	1	S000006486	RDN37-1	RDN37-1	""	451575	458432	-1
S000028470	RUF5-1	RUF5-1	""	chrVIII	212409	213118	1	S000001095	YHR053C	CUP1-1	Verified	212535	212720	-1
S000028470	RUF5-1	RUF5-1	""	chrVIII	212409	213118	1	S000028647	YHR052W-A	""	Dubious	212510	212704	1
S000028474	RUF5-2	RUF5-2	""	chrVIII	214407	215116	1	S000001097	YHR055C	CUP1-2	Verified	214533	214718	-1
S000028474	RUF5-2	RUF5-2	""	chrVIII	214407	215116	1	S000028648	YHR054W-A	""	Dubious	214508	214702	1
S000028508	YCL005W-A	VMA9	Verified	chrIII	107023	107417	1	S000000513	YCL007C	""	Dubious	106974	107366	-1
S000028511	YIL156W-B	""	Uncharacterized	chrIX	47690	47973	1	S000028797	YIL156W-A	""	Dubious	47292	47693	1
S000028515	YPR170W-B	""	Uncharacterized	chrXVI	883239	883595	1	S000006374	YPR170C	""	Dubious	882983	883318	-1
S000028515	YPR170W-B	""	Uncharacterized	chrXVI	883239	883595	1	S000028591	YPR169W-A	""	Dubious	883239	883457	1
S000028515	YPR170W-B	""	Uncharacterized	chrXVI	883239	883595	1	S000028861	YPR170W-A	""	Dubious	883378	883563	1
S000028516	YOR072W-B	""	Uncharacterized	chrXV	464469	464630	1	S000006688	tP(UGG)O2	SUF11	""	464450	464551	1
S000028518	YCL058W-A	ADF1	Verified	chrIII	23584	23925	1	S000000563	YCL058C	FYV5	Verified	23523	23981	-1
S000028530	YBL068W-A	""	Dubious	chrII	91794	92030	1	S000000165	YBL069W	AST1	Verified	90741	92030	1
S000028537	YDL022C-A	""	Uncharacterized	chrIV	409808	410056	-1	S000002182	YDL024C	DIA3	Verified	408451	409857	-1
